ind_0,proxy_conf_0,pred_prob_0,ind1,proxy_conf_1,pred_prob_1
"0,0,3,3,11,3,14,7,4,11,16,57",0.4,0,"0,0,3,3,11,5,14,7,4,11,16,57",0.649,0
"8,1,7,2,1,4,3,12,9,29,2,46",0.922,1,"8,1,7,2,1,4,3,12,9,29,5,46",0.919,1
"7,0,3,6,13,5,9,59,7,8,21,82",0.772,0,"7,0,3,6,13,5,9,59,7,8,42,82",0.667,1
"3,0,3,1,8,5,34,2,3,8,20,26",0.619,0,"3,0,3,0,8,5,34,2,3,8,20,26",0.559,0
"7,1,4,0,11,0,30,17,13,30,9,87",0.73,1,"7,1,4,6,11,0,30,17,13,30,9,87",0.797,1
"8,0,4,2,5,0,25,49,1,25,27,18",0.6,1,"8,0,4,2,2,0,25,49,1,25,27,18",0.6,1
"0,0,0,2,6,1,2,35,8,4,22,1",0.773,0,"0,0,0,2,6,1,2,35,2,4,22,1",0.854,0
"6,0,1,0,9,0,22,0,12,10,9,28",0.566,1,"6,0,1,1,9,0,22,0,12,10,9,28",0.586,1
"1,0,3,2,13,3,41,28,13,28,4,69",0.901,1,"1,0,3,2,8,3,41,28,13,28,4,69",0.903,1
"4,0,2,5,0,5,15,17,8,31,34,30",0.64,1,"4,0,2,5,0,5,20,17,8,31,34,30",0.564,1
"7,0,5,3,6,2,38,54,0,40,22,58",0.794,1,"7,0,5,3,6,2,14,54,0,40,22,58",0.829,1
"3,0,3,5,9,5,26,47,0,14,17,50",0.641,1,"3,0,5,5,9,5,26,47,0,14,17,50",0.644,1
"1,1,2,5,11,0,29,40,1,33,18,91",0.702,1,"1,0,2,5,11,0,29,40,1,33,18,91",0.588,1
"7,1,4,0,0,1,30,53,9,34,38,52",0.643,1,"7,1,4,0,0,1,30,37,9,34,38,52",0.635,1
"0,1,5,5,11,3,35,55,0,34,42,91",0.388,1,"0,1,5,5,11,3,35,55,0,3,42,91",0.448,0
"8,0,0,6,3,4,22,20,12,41,21,72",0.769,1,"8,0,0,6,3,4,41,20,12,41,21,72",0.693,1
"1,0,1,4,1,4,39,38,5,20,26,64",0.61,1,"1,0,1,4,1,4,23,38,5,20,26,64",0.655,1
"6,1,6,0,4,3,19,36,2,14,43,88",0.734,1,"6,1,6,0,4,3,19,36,2,14,43,38",0.652,1
"3,0,7,2,7,3,35,50,5,29,22,63",0.785,1,"3,0,3,2,7,3,35,50,5,29,22,63",0.787,1
"7,1,4,5,12,0,1,10,4,26,18,97",0.863,1,"7,1,4,5,12,0,1,10,4,26,36,97",0.868,1
"0,0,7,5,9,2,1,32,13,12,23,14",0.827,0,"0,0,7,5,9,2,1,32,13,12,8,14",0.828,0
"2,0,0,5,4,1,36,5,8,29,21,80",0.444,1,"2,0,0,5,4,1,36,5,8,29,21,42",0.42,1
"7,0,6,1,0,5,27,39,9,30,6,34",0.882,1,"7,0,2,1,0,5,27,39,9,30,6,34",0.884,1
"2,0,5,3,2,3,35,5,10,36,0,27",0.498,1,"2,0,5,2,2,3,35,5,10,36,0,27",0.521,1
"1,0,2,6,5,3,1,11,11,22,36,51",0.904,1,"1,0,2,6,5,3,20,11,11,22,36,51",0.526,1
"4,0,5,6,10,4,9,9,0,13,15,70",0.382,1,"4,1,5,6,10,4,9,9,0,13,15,70",0.829,1
"0,1,5,4,6,0,12,20,2,23,35,70",0.404,1,"0,1,5,5,6,0,12,20,2,23,35,70",0.395,1
"1,0,1,0,9,4,24,71,3,29,25,50",0.905,1,"1,0,1,0,9,4,6,71,3,29,25,50",0.809,1
"0,1,5,3,8,1,26,59,2,35,19,95",0.919,1,"0,1,5,3,8,1,26,35,2,35,19,95",0.622,1
"8,1,3,0,10,1,31,19,0,39,10,78",0.635,1,"8,1,3,1,10,1,31,19,0,39,10,78",0.649,1
"5,0,0,6,5,1,0,42,15,31,13,68",0.884,1,"5,1,0,6,5,1,0,42,15,31,13,68",0.885,1
"0,0,2,6,5,3,2,44,12,18,8,65",0.91,1,"3,0,2,6,5,3,2,44,12,18,8,65",0.86,1
"7,0,4,6,5,2,35,73,0,15,19,76",0.8,1,"7,0,4,6,5,2,35,19,0,15,19,76",0.484,1
"8,0,3,5,2,0,17,19,8,3,15,17",0.866,0,"8,0,3,5,2,0,17,19,8,3,15,17",0.866,0
"9,1,4,0,4,5,15,62,13,31,31,26",0.718,1,"9,1,4,0,4,5,28,62,13,31,31,26",0.813,1
"2,0,1,6,0,4,20,5,1,25,7,44",0.138,1,"2,0,1,6,0,3,20,5,1,25,7,44",0.173,1
"2,1,3,2,12,4,13,60,10,15,24,41",0.804,1,"2,1,3,2,12,4,13,60,9,15,24,41",0.787,1
"1,0,1,5,12,3,12,58,6,3,36,59",0.611,0,"1,0,1,5,12,3,12,58,6,3,36,5",0.609,0
"6,0,2,6,0,0,33,74,11,23,8,85",0.917,1,"6,0,2,6,0,5,33,74,11,23,8,85",0.875,1
"1,0,7,0,8,1,6,20,14,25,37,36",0.871,1,"1,1,7,0,8,1,6,20,14,25,37,36",0.887,1
"0,1,0,5,3,1,35,11,14,31,41,1",0.607,1,"0,1,0,2,3,1,35,11,14,31,41,1",0.607,1
"2,1,5,4,1,1,24,26,7,1,32,9",0.612,0,"2,1,5,4,1,1,24,26,7,1,1,9",0.815,0
"5,0,5,2,7,4,30,65,15,1,32,43",0.863,0,"5,0,5,2,7,4,30,65,15,1,32,43",0.863,0
"7,0,6,5,1,4,16,0,14,17,17,99",0.722,1,"7,0,6,5,1,4,16,0,14,17,25,99",0.809,1
"4,0,5,0,8,1,3,4,12,37,41,20",0.929,1,"4,0,5,0,8,1,3,4,3,37,41,20",0.923,1
"8,1,0,0,1,0,26,24,3,8,23,36",0.66,1,"8,1,3,0,1,0,26,24,3,8,23,36",0.654,1
"2,1,1,5,10,5,27,52,14,9,1,68",0.928,0,"6,1,1,5,10,5,27,52,14,9,1,68",0.922,0
"6,1,5,4,0,4,23,39,1,15,14,62",0.755,1,"6,1,5,4,0,4,23,39,1,15,27,62",0.593,1
"7,1,6,0,1,1,13,26,15,9,12,56",0.807,1,"1,1,6,0,1,1,13,26,15,9,12,56",0.873,1
"8,0,3,1,12,2,39,50,15,19,2,55",0.93,1,"5,0,3,1,12,2,39,50,15,19,2,55",0.929,1
"3,1,0,5,7,5,38,56,6,28,25,25",0.621,1,"3,1,0,5,7,5,11,56,6,28,25,25",0.583,1
"8,1,0,6,8,1,38,14,11,17,43,51",0.545,1,"8,1,0,6,8,1,40,14,11,17,43,51",0.52,1
"6,1,5,0,2,2,13,26,12,17,35,96",0.893,1,"6,1,5,0,2,2,13,26,8,17,35,96",0.886,1
"3,0,1,6,4,5,23,5,10,9,35,67",0.68,1,"3,0,1,6,4,5,23,5,4,9,35,67",0.466,1
"7,1,3,6,2,1,19,55,12,25,14,52",0.892,1,"7,0,3,6,2,1,19,55,12,25,14,52",0.872,1
"3,1,2,4,10,1,15,40,15,7,0,72",0.925,0,"3,1,2,6,10,1,15,40,15,7,0,72",0.925,0
"5,0,0,6,13,1,26,16,1,17,26,37",0.303,1,"5,0,0,6,13,1,26,16,1,26,26,37",0.329,1
"2,1,1,5,0,0,15,56,6,35,22,58",0.746,1,"2,1,1,5,0,0,15,56,6,35,31,58",0.687,1
"0,1,3,4,3,4,37,15,9,18,23,93",0.733,1,"0,1,3,4,5,4,37,15,9,18,23,93",0.727,1
"7,0,3,3,5,0,17,16,13,22,19,95",0.757,1,"4,0,3,3,5,0,17,16,13,22,19,95",0.808,1
"2,1,0,4,5,0,34,39,12,17,43,34",0.632,1,"2,1,0,4,5,0,34,39,12,17,43,76",0.577,1
"9,1,2,0,3,1,21,12,11,8,30,14",0.763,1,"9,1,2,0,3,4,21,12,11,8,30,14",0.802,1
"3,0,7,6,9,3,22,27,15,5,35,87",0.509,1,"3,0,7,6,9,3,22,27,15,5,35,90",0.515,1
"2,0,3,0,13,1,29,44,10,27,38,7",0.719,1,"2,0,3,1,13,1,29,44,10,27,38,7",0.705,1
"2,1,7,0,5,4,16,70,8,40,7,24",0.908,1,"2,1,7,0,5,4,16,70,10,40,7,24",0.913,1
"9,1,0,0,13,4,11,38,13,26,40,64",0.797,1,"9,1,0,0,13,4,23,38,13,26,40,64",0.683,1
"9,0,7,3,1,1,41,38,3,40,41,70",0.358,1,"9,0,7,3,1,1,41,38,3,40,41,25",0.618,1
"8,1,2,2,6,2,21,58,4,10,35,87",0.697,1,"8,1,2,2,6,2,21,58,4,10,19,87",0.838,1
"0,1,4,1,1,1,13,5,2,18,22,98",0.686,1,"0,0,4,1,1,1,13,5,2,18,22,98",0.696,1
"0,1,2,0,3,5,0,23,2,17,9,87",0.922,1,"0,1,2,0,3,5,0,23,2,39,9,87",0.928,1
"6,0,7,1,13,0,4,62,2,40,9,50",0.88,1,"6,0,7,1,13,0,4,62,2,19,9,50",0.797,1
"2,1,2,0,6,1,15,37,13,15,23,5",0.847,1,"2,1,2,0,6,1,15,11,13,15,23,5",0.694,1
"5,0,7,6,7,5,5,54,5,6,27,72",0.669,0,"5,0,7,6,7,3,5,54,5,6,27,72",0.675,1
"2,1,0,4,7,5,34,30,6,18,25,35",0.586,1,"2,1,0,4,7,5,34,30,7,18,25,35",0.599,1
"2,1,7,0,9,3,27,51,14,9,30,8",0.765,0,"2,1,7,0,9,3,27,51,14,9,30,8",0.765,0
"8,1,5,6,6,0,3,28,0,19,33,22",0.712,1,"8,1,5,6,6,0,3,28,0,19,33,91",0.867,1
"4,0,2,5,13,4,40,13,3,10,15,29",0.58,0,"4,0,2,5,13,4,40,13,3,39,15,29",0.46,1
"0,0,3,4,6,0,15,36,2,9,27,15",0.457,0,"0,0,3,4,2,0,15,36,2,9,27,15",0.477,0
"2,1,4,1,9,1,20,69,3,31,19,44",0.855,1,"2,1,5,1,9,1,20,69,3,31,19,44",0.855,1
"9,0,7,4,6,4,31,55,6,18,9,31",0.905,1,"9,0,7,4,3,4,31,55,6,18,9,31",0.903,1
"0,0,7,0,12,1,37,17,14,2,20,77",0.822,0,"0,0,7,0,12,1,37,17,14,2,20,6",0.744,0
"3,1,5,6,7,0,30,46,15,5,19,29",0.641,0,"3,1,5,3,7,0,30,46,15,5,19,29",0.652,0
"1,0,4,4,9,1,17,5,6,30,12,21",0.433,1,"9,0,4,4,9,1,17,5,6,30,12,21",0.818,1
"6,1,7,0,13,3,38,70,14,23,22,96",0.915,1,"6,1,7,0,13,3,38,70,14,23,22,2",0.776,1
"9,0,6,3,13,5,17,46,8,40,12,26",0.901,1,"9,0,2,3,13,5,17,46,8,40,12,26",0.903,1
"4,1,4,2,6,1,35,53,12,24,33,20",0.628,1,"4,1,4,2,6,1,35,53,12,24,33,20",0.628,1
"6,0,6,1,11,2,0,53,2,34,6,87",0.918,1,"6,0,6,1,11,2,0,53,2,34,6,87",0.918,1
"1,0,5,6,8,1,5,15,8,29,16,92",0.765,1,"1,0,5,6,11,1,5,15,8,29,16,92",0.749,1
"5,1,2,4,8,4,1,39,1,11,32,24",0.631,1,"5,1,2,4,8,4,1,39,1,11,32,24",0.631,1
"3,0,3,5,11,4,36,43,14,16,41,41",0.647,1,"3,0,3,5,11,4,36,43,14,16,41,41",0.647,1
"6,0,7,5,2,0,5,13,15,30,19,50",0.668,1,"6,0,7,5,3,0,5,13,15,30,19,50",0.664,1
"3,0,3,3,12,2,33,49,6,21,23,99",0.874,1,"3,0,3,3,12,2,9,49,6,21,23,99",0.88,1
"0,1,2,0,0,3,37,21,13,2,28,15",0.748,0,"0,1,2,0,0,3,37,21,13,2,28,15",0.748,0
"5,1,4,5,0,3,9,51,8,33,19,45",0.774,1,"5,1,4,5,0,3,9,51,6,33,19,45",0.707,1
"3,0,0,3,4,4,0,64,0,2,15,16",0.659,0,"3,0,0,3,4,4,0,64,0,2,15,16",0.659,0
"4,0,0,5,6,5,6,41,14,11,16,77",0.821,1,"4,0,0,5,6,5,6,41,12,11,16,77",0.808,1
"3,0,4,6,7,1,15,57,13,20,39,9",0.669,1,"3,0,4,6,7,1,15,57,13,31,39,9",0.728,1
"2,0,0,5,4,1,37,12,4,18,38,57",0.26,1,"2,0,2,5,4,1,37,12,4,18,38,57",0.261,1
"3,1,0,4,7,0,6,11,8,32,13,50",0.756,1,"3,1,0,4,13,0,6,11,8,32,13,50",0.713,1
"9,1,5,0,0,1,10,34,1,14,34,74",0.778,1,"9,1,5,0,0,1,10,34,7,14,34,74",0.793,1
"4,1,3,1,13,1,39,30,7,1,4,62",0.908,0,"4,1,3,0,13,1,39,30,7,1,4,62",0.909,0
"8,0,4,4,0,2,21,18,3,29,28,25",0.677,1,"8,0,4,4,10,2,21,18,3,29,28,25",0.678,1
"0,0,6,3,5,5,21,43,12,11,39,44",0.787,0,"0,0,6,3,5,5,21,43,12,8,39,44",0.799,0
"1,1,2,5,11,2,1,52,1,28,23,31",0.697,1,"1,1,2,5,11,2,1,61,1,28,23,31",0.641,1
"6,1,0,2,9,4,38,5,0,21,22,99",0.521,1,"6,1,6,2,9,4,38,5,0,21,22,99",0.521,1
"0,0,4,5,10,3,3,46,2,13,8,87",0.915,1,"0,0,4,5,10,3,3,46,2,13,32,87",0.817,1
"2,1,7,6,4,3,30,9,1,11,4,38",0.525,1,"2,1,7,6,4,3,22,9,1,11,4,38",0.457,1
"8,0,5,5,2,1,4,63,15,27,34,19",0.783,1,"2,0,5,5,2,1,4,63,15,27,34,19",0.814,1
"4,1,7,2,11,3,1,9,12,34,40,46",0.925,1,"4,1,7,2,11,3,1,9,12,34,40,46",0.925,1
"9,1,4,3,8,3,10,52,2,27,37,15",0.611,1,"9,1,4,3,1,3,10,52,2,27,37,15",0.61,1
"5,0,4,5,9,2,32,44,3,3,20,74",0.686,0,"5,0,4,4,9,2,32,44,3,3,20,74",0.692,0
"3,0,6,0,1,0,26,11,5,6,10,92",0.76,1,"0,0,6,0,1,0,26,11,5,6,10,92",0.856,1
"2,1,5,1,11,0,28,33,7,3,2,92",0.924,0,"1,1,5,1,11,0,28,33,7,3,2,92",0.926,0
"4,0,7,6,5,4,1,0,14,33,2,28",0.9,1,"4,0,7,0,5,4,1,0,14,33,2,28",0.899,1
"1,1,3,0,12,3,16,57,15,13,13,37",0.899,1,"1,1,3,0,12,3,16,57,15,15,13,37",0.903,1
"8,1,5,6,4,3,24,6,11,34,30,43",0.696,1,"8,1,5,6,4,3,24,6,11,34,30,48",0.69,1
"5,0,7,3,5,2,12,24,2,29,22,25",0.644,1,"5,0,7,3,5,2,12,24,2,13,22,25",0.592,1
"0,0,0,3,9,2,35,6,7,31,24,96",0.456,1,"0,0,0,3,9,0,35,6,7,31,24,96",0.481,1
"0,1,2,0,8,3,14,26,9,25,42,76",0.853,1,"8,1,2,0,8,3,14,26,9,25,42,76",0.847,1
"6,0,2,4,7,0,8,14,1,19,36,86",0.657,1,"6,0,2,4,7,0,33,14,1,19,36,86",0.282,1
"6,1,6,1,7,0,14,59,14,39,36,1",0.711,1,"6,1,6,1,7,0,14,52,14,39,36,1",0.742,1
"9,0,3,5,13,4,30,4,0,41,14,15",0.728,1,"9,0,3,5,13,4,30,4,0,41,14,15",0.728,1
"6,0,7,4,12,0,22,33,3,9,33,48",0.315,1,"6,0,7,4,12,0,22,33,15,9,33,48",0.581,1
"5,0,1,4,13,3,24,60,6,36,37,98",0.795,1,"5,0,1,4,13,3,24,60,6,29,37,98",0.763,1
"8,1,1,6,7,0,30,31,14,26,36,57",0.627,1,"8,1,1,6,7,0,30,31,14,26,36,7",0.712,1
"8,1,6,0,1,5,19,21,0,3,1,4",0.752,0,"8,1,6,0,5,5,19,21,0,3,1,4",0.756,0
"9,0,6,1,4,1,17,62,12,18,40,9",0.732,1,"0,0,6,1,4,1,17,62,12,18,40,9",0.739,1
"5,1,4,5,13,5,3,37,6,15,40,33",0.641,1,"5,1,4,2,13,5,3,37,6,15,40,33",0.743,1
"0,1,2,6,0,4,28,10,9,19,22,53",0.583,1,"0,1,2,6,0,4,28,10,9,19,22,53",0.583,1
"2,1,2,2,1,3,26,7,5,4,16,51",0.426,0,"2,1,2,2,1,3,26,7,5,4,16,51",0.426,0
"9,0,2,0,3,4,5,58,9,36,37,42",0.784,1,"9,0,2,0,3,4,5,58,9,21,37,42",0.797,1
"0,0,7,0,13,4,3,69,7,8,3,49",0.874,0,"0,0,0,0,13,4,3,69,7,8,3,49",0.877,0
"4,1,4,2,8,5,12,23,0,11,37,52",0.713,1,"4,1,4,4,8,5,12,23,0,11,37,52",0.614,1
"7,1,3,0,0,2,4,18,6,26,43,86",0.931,1,"7,1,3,0,0,2,4,18,6,26,43,86",0.931,1
"2,1,2,4,12,0,14,14,5,13,42,80",0.422,1,"2,1,2,4,12,0,14,14,5,13,42,97",0.585,1
"5,0,6,2,13,4,36,1,5,35,33,58",0.733,1,"5,0,6,2,13,4,36,1,5,35,33,58",0.733,1
"0,1,2,1,3,1,1,67,7,14,42,86",0.886,1,"0,1,2,1,3,1,1,23,7,14,42,86",0.929,1
"4,0,3,2,0,1,6,61,3,33,36,12",0.81,1,"4,0,3,2,0,1,6,61,3,33,36,12",0.81,1
"9,0,1,2,1,1,39,5,2,18,23,89",0.501,1,"9,0,1,2,1,5,39,5,2,18,23,89",0.717,1
"8,0,7,0,8,2,35,32,8,10,36,92",0.583,1,"8,0,7,0,8,2,35,32,8,7,36,92",0.565,1
"9,0,5,5,10,1,0,43,10,32,23,17",0.916,1,"9,0,5,5,10,1,0,17,10,32,23,17",0.899,1
"4,1,0,2,12,2,12,71,12,3,20,2",0.636,0,"4,1,0,2,12,2,12,71,12,3,20,2",0.636,0
"7,1,1,3,0,2,0,60,1,36,23,53",0.882,1,"7,0,1,3,0,2,0,60,1,36,23,53",0.908,1
"0,0,7,2,0,0,31,71,11,38,6,64",0.931,1,"0,0,7,2,0,3,31,71,11,38,6,64",0.931,1
"3,1,2,5,5,0,39,74,4,18,3,47",0.929,1,"3,1,2,5,5,0,39,74,2,18,3,47",0.929,1
"5,0,4,1,11,1,15,2,10,39,43,94",0.909,1,"5,0,1,1,11,1,15,2,10,39,43,94",0.909,1
"5,0,7,3,10,0,22,25,2,24,25,12",0.507,1,"5,0,7,3,10,0,22,25,2,24,40,12",0.537,1
"2,0,4,5,8,5,11,58,11,33,32,76",0.831,1,"2,0,4,5,8,5,11,58,11,33,32,22",0.752,1
"5,0,7,3,2,4,1,33,13,28,43,70",0.917,1,"5,0,7,6,2,4,1,33,13,28,43,70",0.843,1
"8,0,2,5,9,0,23,18,11,20,33,82",0.421,1,"8,1,2,5,9,0,23,18,11,20,33,82",0.549,1
"1,1,3,5,6,3,9,73,6,6,37,12",0.588,0,"1,1,3,5,6,3,31,73,6,6,37,12",0.618,0
"4,1,2,2,5,5,6,49,3,31,0,56",0.899,1,"4,1,2,2,5,5,6,23,3,31,0,56",0.913,1
"6,0,7,3,7,2,20,47,10,7,24,6",0.62,0,"6,0,7,3,7,2,8,47,10,7,24,6",0.63,0
"2,1,0,5,1,0,33,42,3,0,17,68",0.84,0,"2,1,0,5,1,0,34,42,3,0,17,68",0.842,0
"0,0,7,1,10,1,25,12,6,25,13,13",0.486,1,"0,0,7,1,10,1,25,12,6,25,13,98",0.77,1
"8,1,0,0,8,4,11,10,0,3,10,73",0.838,0,"8,1,0,0,8,4,11,10,0,30,10,73",0.911,1
"0,0,3,0,3,3,15,73,0,39,36,53",0.782,1,"0,0,3,0,3,3,15,3,0,39,36,53",0.476,1
"1,1,6,6,1,2,39,32,14,10,16,74",0.828,1,"1,1,6,6,1,2,39,32,14,20,16,74",0.869,1
"1,0,6,2,8,1,30,26,5,31,5,90",0.865,1,"1,0,6,2,8,3,30,26,5,31,5,90",0.874,1
"4,1,4,2,10,2,10,73,8,10,25,20",0.607,0,"4,1,4,2,10,2,12,73,8,10,25,20",0.614,0
"0,1,3,1,7,2,34,62,8,39,30,67",0.856,1,"0,1,3,1,2,2,34,62,8,39,30,67",0.859,1
"6,1,5,2,5,2,34,14,7,1,16,33",0.699,0,"6,1,5,2,4,2,34,14,7,1,16,33",0.697,0
"2,1,0,3,6,4,7,24,15,25,1,31",0.822,1,"2,1,0,3,6,4,7,24,15,25,26,31",0.719,1
"3,0,6,0,3,1,10,3,7,15,20,35",0.696,1,"3,0,6,0,11,1,10,3,7,15,20,35",0.68,1
"7,1,5,1,4,0,22,33,15,0,17,26",0.874,0,"7,1,5,1,4,0,22,33,15,0,20,26",0.786,0
"9,1,5,6,0,1,1,2,6,7,40,53",0.871,1,"9,1,5,6,0,1,1,2,6,39,40,53",0.925,1
"6,1,0,1,8,5,39,68,10,23,2,50",0.929,1,"9,1,0,1,8,5,39,68,10,23,2,50",0.928,1
"4,0,2,4,8,0,9,60,5,13,40,50",0.588,1,"4,0,2,4,8,0,9,60,5,24,40,50",0.624,1
"3,1,6,4,6,3,20,66,2,24,43,73",0.606,1,"3,1,6,4,6,3,12,66,2,24,43,73",0.649,1
"4,1,4,0,13,5,26,42,6,30,8,17",0.835,1,"4,1,4,0,13,5,26,42,6,30,8,65",0.919,1
"6,0,0,4,5,3,39,65,0,5,24,99",0.785,0,"6,0,0,4,5,3,39,65,0,5,24,16",0.584,0
"9,0,0,6,0,2,16,32,1,8,37,74",0.59,1,"9,0,0,6,0,2,16,32,1,8,13,74",0.783,1
"8,1,1,5,9,5,30,9,3,16,33,19",0.699,1,"8,1,1,5,9,5,30,9,8,16,33,19",0.717,1
"2,1,4,5,0,5,27,24,13,36,14,56",0.77,1,"2,1,4,5,0,5,27,24,13,36,34,56",0.623,1
"7,1,3,2,8,1,25,65,4,11,41,12",0.587,0,"7,1,4,2,8,1,25,65,4,11,41,12",0.587,0
"6,1,4,1,8,1,32,65,6,20,40,3",0.622,1,"6,1,4,1,2,1,32,65,6,20,40,3",0.621,1
"3,0,6,1,1,2,33,58,1,2,29,69",0.762,0,"3,0,6,1,1,3,33,58,1,2,29,69",0.797,0
"8,0,5,2,11,1,19,41,15,18,0,15",0.928,1,"8,0,5,2,11,1,14,41,15,18,0,15",0.927,1
"6,0,0,5,10,2,33,27,13,23,1,31",0.918,1,"6,0,0,5,10,2,33,53,13,23,1,31",0.923,1
"5,1,7,0,13,3,17,43,2,10,17,78",0.82,1,"5,1,7,0,13,3,17,43,2,10,17,78",0.82,1
"2,1,5,2,12,2,21,64,11,15,35,63",0.667,1,"5,1,5,2,12,2,21,64,11,15,35,63",0.644,1
"3,1,4,4,8,5,24,13,14,24,39,76",0.711,1,"3,1,4,4,8,5,24,67,14,24,39,76",0.718,1
"6,1,7,1,4,0,12,58,2,4,6,50",0.81,0,"6,1,7,1,6,0,12,58,2,4,6,50",0.811,0
"5,1,6,4,8,3,32,74,14,12,1,99",0.919,1,"5,1,6,4,8,3,32,67,14,12,1,99",0.918,1
"8,1,1,6,9,2,31,5,9,32,25,9",0.878,1,"8,1,1,6,9,2,31,18,9,32,25,9",0.813,1
"3,0,7,1,13,5,31,18,11,38,39,95",0.787,1,"3,0,7,1,13,5,31,18,6,38,39,95",0.804,1
"8,1,1,2,11,3,25,40,2,19,29,84",0.719,1,"8,1,1,2,11,3,25,40,2,21,29,84",0.726,1
"6,0,2,4,12,0,18,10,6,33,26,39",0.478,1,"3,0,2,4,12,0,18,10,6,33,26,39",0.359,1
"6,1,4,0,7,3,7,36,15,41,27,9",0.774,1,"6,1,4,0,7,3,7,36,15,41,27,9",0.774,1
"8,0,3,2,7,3,40,22,5,15,19,90",0.675,1,"8,0,3,2,7,2,40,22,5,15,19,90",0.642,1
"5,1,7,1,8,5,37,69,3,25,36,31",0.836,1,"5,1,7,1,0,5,37,69,3,25,36,31",0.837,1
"1,0,3,4,6,5,36,2,5,7,42,96",0.421,1,"1,0,2,4,6,5,36,2,5,7,42,96",0.427,1
"6,0,1,4,3,3,11,74,4,8,19,64",0.784,0,"6,0,1,4,3,4,11,74,4,8,19,64",0.776,0
"6,1,2,5,4,5,6,21,3,25,1,29",0.898,1,"6,1,2,5,4,5,6,21,3,25,35,29",0.636,1
"2,0,6,4,9,5,31,1,4,13,43,18",0.624,0,"2,0,6,4,9,5,31,1,4,13,2,18",0.415,0
"8,0,6,2,8,4,38,31,2,40,4,14",0.891,1,"8,0,6,2,8,4,29,31,2,40,4,14",0.912,1
"7,0,2,5,9,5,16,40,10,11,19,58",0.765,1,"7,1,2,5,9,5,16,40,10,11,19,58",0.831,1
"0,0,4,6,7,5,36,6,3,0,27,44",0.305,0,"0,0,4,6,7,5,21,6,3,0,27,44",0.211,0
"5,0,4,0,10,1,20,25,13,24,24,54",0.6,1,"5,0,4,0,10,1,20,25,12,24,24,54",0.583,1
"0,0,2,3,5,0,26,62,8,32,32,82",0.747,1,"0,0,2,6,5,0,26,62,8,32,32,82",0.68,1
"3,0,6,5,5,4,7,31,2,1,1,24",0.536,0,"3,0,6,4,5,4,7,31,2,1,1,24",0.537,0
"2,1,5,4,4,0,18,4,11,31,32,44",0.438,1,"2,1,1,4,4,0,18,4,11,31,32,44",0.46,1
"0,0,4,1,2,2,15,3,1,38,28,76",0.545,1,"0,0,4,1,2,2,15,3,1,16,28,76",0.562,1
"5,1,6,0,5,5,27,72,6,33,28,57",0.87,1,"5,1,6,0,0,5,27,72,6,33,28,57",0.868,1
"8,1,2,0,5,4,31,21,15,15,5,49",0.886,1,"8,1,5,0,5,4,31,21,15,15,5,49",0.885,1
"8,1,0,4,0,2,31,24,4,38,15,68",0.759,1,"8,1,0,4,0,4,31,24,4,38,15,68",0.794,1
"1,0,2,5,6,1,28,18,7,29,24,25",0.434,1,"1,0,2,5,6,1,28,18,7,29,11,25",0.414,1
"9,1,2,0,12,2,34,21,4,33,34,78",0.648,1,"9,1,2,0,11,2,34,21,4,33,34,78",0.648,1
"8,0,1,5,10,5,29,10,4,25,27,54",0.754,1,"8,0,1,5,8,5,29,10,4,25,27,54",0.753,1
"9,1,1,2,0,2,19,7,4,19,20,79",0.777,1,"9,1,1,2,3,2,19,7,4,19,20,79",0.771,1
"6,0,2,4,10,4,17,17,3,19,31,83",0.703,1,"6,0,2,4,2,4,17,17,3,19,31,83",0.726,1
"6,1,7,1,1,0,32,22,11,17,40,56",0.455,1,"6,1,7,3,1,0,32,22,11,17,40,56",0.366,1
"3,1,7,0,13,4,29,45,1,38,5,18",0.854,1,"3,1,7,0,13,4,29,45,1,38,5,26",0.881,1
"7,0,5,4,1,5,2,61,6,21,32,83",0.892,1,"7,0,5,4,8,5,2,61,6,21,32,83",0.887,1
"1,0,5,4,5,5,30,17,6,38,34,91",0.504,1,"1,0,5,4,12,5,30,17,6,38,34,91",0.452,1
"1,0,5,6,2,1,3,72,5,39,22,83",0.903,1,"1,0,2,6,2,1,3,72,5,39,22,83",0.904,1
"8,1,2,5,10,0,0,19,13,29,30,80",0.724,1,"8,1,2,5,10,0,0,41,13,29,30,80",0.888,1
"1,0,4,4,5,3,6,34,4,9,35,39",0.672,0,"1,0,4,4,5,3,6,34,4,9,38,39",0.665,0
"9,1,1,2,6,4,5,48,5,36,1,71",0.928,1,"9,1,1,2,6,4,5,47,5,36,1,71",0.928,1
"1,1,2,4,1,0,41,13,4,32,0,96",0.856,1,"1,1,2,4,1,0,41,13,4,32,0,96",0.856,1
"9,1,6,1,2,2,18,36,4,19,10,97",0.812,1,"9,1,6,1,2,3,18,36,4,19,10,97",0.843,1
"0,0,7,5,9,5,0,66,8,36,19,65",0.878,1,"0,0,7,5,9,5,27,66,8,36,19,65",0.925,1
"3,0,0,3,1,2,17,39,2,8,21,47",0.57,1,"7,0,0,3,1,2,17,39,2,8,21,47",0.62,0
"7,0,2,3,9,1,29,54,9,33,8,17",0.922,1,"7,0,2,3,9,3,29,54,9,33,8,17",0.92,1
"4,0,5,3,13,1,19,48,15,39,40,83",0.681,1,"4,1,5,3,13,1,19,48,15,39,40,83",0.682,1
